zipcode,Period,Region,MSP
92103,2015-Q4,Midtown,601667.0
92103,2015-Q4,Mission Hills,1065000.0
92103,2015-Q4,Park West,520333.0
92103,2016-Q1,Hillcrest,459333.0
92103,2016-Q1,Midtown,714333.0
92103,2016-Q1,Mission Hills,950000.0
92103,2016-Q1,Park West,553333.0
92103,2016-Q2,Hillcrest,500000.0
92103,2016-Q2,Midtown,583333.0
92103,2016-Q2,Mission Hills,1075000.0
92103,2016-Q2,Park West,568000.0
92103,2016-Q3,Hillcrest,545333.0
92103,2016-Q3,Midtown,601333.0
92103,2016-Q3,Mission Hills,1184333.0
92103,2016-Q3,Park West,610333.0
92103,2016-Q4,Hillcrest,507000.0
92103,2016-Q4,Midtown,840667.0
92103,2016-Q4,Mission Hills,1058333.0
92103,2016-Q4,Park West,672333.0
92103,2017-Q1,Hillcrest,560333.0
92103,2017-Q1,Midtown,793667.0
92103,2017-Q1,Mission Hills,1050000.0
92103,2017-Q1,Park West,655333.0
92103,2017-Q2,Hillcrest,521000.0
92103,2017-Q2,Midtown,662333.0
92103,2017-Q2,Mission Hills,1264667.0
92103,2017-Q2,Park West,622667.0
92103,2017-Q3,Hillcrest,543333.0
92103,2017-Q3,Midtown,851667.0
92103,2017-Q3,Mission Hills,975000.0
92103,2017-Q3,Park West,695333.0
92103,2017-Q4,Hillcrest,526667.0
92103,2017-Q4,Midtown,876000.0
92103,2017-Q4,Mission Hills,1230667.0
92103,2017-Q4,Park West,821667.0
92103,2018-Q1,Hillcrest,528333.0
92103,2018-Q1,Midtown,786667.0
92103,2018-Q1,Mission Hills,1111667.0
92103,2018-Q1,Park West,654667.0
92103,2018-Q2,Hillcrest,610000.0
92103,2018-Q2,Midtown,672000.0
92103,2018-Q2,Mission Hills,888000.0
92103,2018-Q2,Park West,675000.0
92104,2012-Q1,North Park,282000.0
92104,2012-Q1,South Park,385000.0
92104,2012-Q2,North Park,304333.0
92104,2012-Q2,South Park,453000.0
92104,2012-Q3,North Park,386667.0
92104,2012-Q3,South Park,481667.0
92104,2012-Q4,North Park,370000.0
92104,2012-Q4,South Park,497667.0
92104,2013-Q1,North Park,408667.0
92104,2013-Q1,South Park,552000.0
92104,2013-Q2,North Park,447667.0
92104,2013-Q2,South Park,544333.0
92104,2013-Q3,North Park,429667.0
92104,2013-Q3,South Park,524333.0
92104,2013-Q4,North Park,425667.0
92104,2013-Q4,South Park,559333.0
92104,2014-Q1,North Park,439667.0
92104,2014-Q1,South Park,544667.0
92104,2014-Q2,North Park,449667.0
92104,2014-Q2,South Park,564333.0
92104,2014-Q3,North Park,474333.0
92104,2014-Q3,South Park,611333.0
92104,2014-Q4,North Park,475667.0
92104,2014-Q4,South Park,603000.0
92104,2015-Q1,North Park,480333.0
92104,2015-Q1,South Park,682333.0
92104,2015-Q2,North Park,447667.0
92104,2015-Q2,South Park,646000.0
92104,2015-Q3,North Park,505667.0
92104,2015-Q3,South Park,676667.0
92104,2015-Q4,North Park,530000.0
92104,2015-Q4,South Park,542000.0
92104,2016-Q1,North Park,547667.0
92104,2016-Q1,South Park,697667.0
92104,2016-Q2,North Park,497000.0
92104,2016-Q2,South Park,751667.0
92104,2016-Q3,North Park,561667.0
92104,2016-Q3,South Park,691667.0
92104,2016-Q4,North Park,528333.0
92104,2016-Q4,South Park,734000.0
92104,2017-Q1,North Park,492667.0
92104,2017-Q1,South Park,756667.0
92104,2017-Q2,North Park,507667.0
92104,2017-Q2,South Park,755667.0
92104,2017-Q3,North Park,593333.0
92104,2017-Q3,South Park,641667.0
92104,2017-Q4,North Park,581667.0
92104,2017-Q4,South Park,811667.0
92104,2018-Q1,North Park,631000.0
92104,2018-Q1,South Park,888333.0
92104,2018-Q2,North Park,599000.0
92104,2018-Q2,South Park,778000.0
92105,2012-Q1,Fairmont Park,193000.0
92105,2012-Q1,Oak Park,177333.0
92105,2012-Q2,Fairmont Park,207000.0
92105,2012-Q2,Oak Park,214333.0
92105,2012-Q3,Fairmont Park,196667.0
92105,2012-Q3,Oak Park,190000.0
92105,2012-Q4,Fairmont Park,191000.0
92105,2012-Q4,Oak Park,228333.0
92105,2013-Q1,Fairmont Park,248667.0
92105,2013-Q1,Oak Park,231000.0
92105,2013-Q2,Fairmont Park,278333.0
92105,2013-Q2,Oak Park,260333.0
92105,2013-Q3,Fairmont Park,286333.0
92105,2013-Q3,Oak Park,284000.0
92105,2013-Q4,Fairmont Park,273333.0
92105,2013-Q4,Oak Park,307667.0
92105,2014-Q1,Fairmont Park,277333.0
92105,2014-Q1,Oak Park,238000.0
92105,2014-Q2,Fairmont Park,317000.0
92105,2014-Q2,Oak Park,313667.0
92105,2014-Q3,Fairmont Park,315000.0
92105,2014-Q3,Oak Park,307000.0
92105,2014-Q4,Fairmont Park,300667.0
92105,2014-Q4,Oak Park,300333.0
92105,2015-Q1,Fairmont Park,292667.0
92105,2015-Q1,Oak Park,312333.0
92105,2015-Q2,Fairmont Park,336000.0
92105,2015-Q2,Oak Park,318667.0
92105,2015-Q3,Fairmont Park,314333.0
92105,2015-Q3,Oak Park,318333.0
92105,2015-Q4,Fairmont Park,336667.0
92105,2015-Q4,Oak Park,305333.0
92105,2016-Q1,Fairmont Park,383333.0
92105,2016-Q1,Oak Park,340667.0
92105,2016-Q2,Fairmont Park,348000.0
92105,2016-Q2,Oak Park,363000.0
92105,2016-Q3,Fairmont Park,391333.0
92105,2016-Q3,Oak Park,363333.0
92105,2016-Q4,Fairmont Park,440333.0
92105,2016-Q4,Oak Park,350000.0
92105,2017-Q1,Fairmont Park,403000.0
92105,2017-Q1,Oak Park,351333.0
92105,2017-Q2,Fairmont Park,449000.0
92105,2017-Q2,Oak Park,369000.0
92105,2017-Q3,Fairmont Park,475000.0
92105,2017-Q3,Oak Park,391333.0
92105,2017-Q4,Fairmont Park,421667.0
92105,2017-Q4,Oak Park,396333.0
92105,2018-Q1,Fairmont Park,428333.0
92105,2018-Q1,Oak Park,402667.0
92105,2018-Q2,Fairmont Park,447000.0
92105,2018-Q2,Oak Park,393000.0
92106,2012-Q1,La Playa,537333.0
92106,2012-Q1,Roseville / Fleet Ridge,661667.0
92106,2012-Q2,La Playa,616000.0
92106,2012-Q2,Roseville / Fleet Ridge,648000.0
92106,2012-Q3,La Playa,815000.0
92106,2012-Q3,Roseville / Fleet Ridge,771333.0
92106,2012-Q4,La Playa,826000.0
92106,2012-Q4,Roseville / Fleet Ridge,803667.0
92106,2013-Q1,La Playa,1100000.0
92106,2013-Q1,Roseville / Fleet Ridge,800667.0
92106,2013-Q2,La Playa,683667.0
92106,2013-Q2,Roseville / Fleet Ridge,866667.0
92106,2013-Q3,La Playa,1178667.0
92106,2013-Q3,Roseville / Fleet Ridge,911000.0
92106,2013-Q4,La Playa,712000.0
92106,2013-Q4,Roseville / Fleet Ridge,941667.0
92106,2014-Q1,La Playa,653333.0
92106,2014-Q1,Roseville / Fleet Ridge,883667.0
92106,2014-Q2,La Playa,894667.0
92106,2014-Q2,Roseville / Fleet Ridge,1002000.0
92106,2014-Q3,La Playa,1166667.0
92106,2014-Q3,Roseville / Fleet Ridge,847000.0
92106,2014-Q4,La Playa,1006000.0
92106,2014-Q4,Roseville / Fleet Ridge,890333.0
92106,2015-Q1,La Playa,1533667.0
92106,2015-Q1,Roseville / Fleet Ridge,886333.0
92106,2015-Q2,La Playa,850333.0
92106,2015-Q2,Roseville / Fleet Ridge,906333.0
92106,2015-Q3,La Playa,729000.0
92106,2015-Q3,Roseville / Fleet Ridge,940000.0
92106,2015-Q4,La Playa,955667.0
92106,2015-Q4,Roseville / Fleet Ridge,901333.0
92106,2016-Q1,La Playa,1255000.0
92106,2016-Q1,Roseville / Fleet Ridge,1033333.0
92106,2016-Q2,La Playa,803333.0
92106,2016-Q2,Roseville / Fleet Ridge,1139333.0
92106,2016-Q3,La Playa,1030667.0
92106,2016-Q3,Roseville / Fleet Ridge,906667.0
92106,2016-Q4,La Playa,1550000.0
92106,2016-Q4,Roseville / Fleet Ridge,913667.0
92106,2017-Q1,La Playa,809333.0
92106,2017-Q1,Roseville / Fleet Ridge,1137000.0
92106,2017-Q2,La Playa,987667.0
92106,2017-Q2,Roseville / Fleet Ridge,1144667.0
92106,2017-Q3,La Playa,1167000.0
92106,2017-Q3,Roseville / Fleet Ridge,1188333.0
92106,2017-Q4,La Playa,1421667.0
92106,2017-Q4,Roseville / Fleet Ridge,1027000.0
92106,2018-Q1,La Playa,1342333.0
92106,2018-Q1,Roseville / Fleet Ridge,1006000.0
92106,2018-Q2,La Playa,1005000.0
92106,2018-Q2,Roseville / Fleet Ridge,1264000.0
92107,2012-Q1,Ocean Beach,540333.0
92107,2012-Q1,Sunset Cliffs,937000.0
92107,2012-Q2,Ocean Beach,505333.0
92107,2012-Q2,Sunset Cliffs,911333.0
92107,2012-Q3,Ocean Beach,444667.0
92107,2012-Q3,Sunset Cliffs,903333.0
92107,2012-Q4,Ocean Beach,512667.0
92107,2012-Q4,Sunset Cliffs,1010000.0
92107,2013-Q1,Ocean Beach,511667.0
92107,2013-Q1,Sunset Cliffs,1046667.0
92107,2013-Q2,Ocean Beach,602333.0
92107,2013-Q2,Sunset Cliffs,904000.0
92107,2013-Q3,Ocean Beach,653000.0
92107,2013-Q3,Sunset Cliffs,1163333.0
92107,2013-Q4,Ocean Beach,588667.0
92107,2013-Q4,Sunset Cliffs,1282000.0
92107,2014-Q1,Ocean Beach,575333.0
92107,2014-Q1,Sunset Cliffs,1184000.0
92107,2014-Q2,Ocean Beach,729333.0
92107,2014-Q2,Sunset Cliffs,1105000.0
92107,2014-Q3,Ocean Beach,615000.0
92107,2014-Q3,Sunset Cliffs,1103333.0
92107,2014-Q4,Ocean Beach,600000.0
92107,2014-Q4,Sunset Cliffs,1022333.0
92107,2015-Q1,Ocean Beach,627333.0
92107,2015-Q1,Sunset Cliffs,1291667.0
92107,2015-Q2,Ocean Beach,648000.0
92107,2015-Q2,Sunset Cliffs,1100000.0
92107,2015-Q3,Ocean Beach,711667.0
92107,2015-Q3,Sunset Cliffs,1371000.0
92107,2015-Q4,Ocean Beach,721667.0
92107,2015-Q4,Sunset Cliffs,1326000.0
92107,2016-Q1,Ocean Beach,662333.0
92107,2016-Q1,Sunset Cliffs,1264667.0
92107,2016-Q2,Ocean Beach,709667.0
92107,2016-Q2,Sunset Cliffs,1298667.0
92107,2016-Q3,Ocean Beach,724333.0
92107,2016-Q3,Sunset Cliffs,1381000.0
92107,2016-Q4,Ocean Beach,734333.0
92107,2016-Q4,Sunset Cliffs,1487333.0
92107,2017-Q1,Ocean Beach,741667.0
92107,2017-Q1,Sunset Cliffs,1159333.0
92107,2017-Q2,Ocean Beach,774667.0
92107,2017-Q2,Sunset Cliffs,1296000.0
92107,2017-Q3,Ocean Beach,697333.0
92107,2017-Q3,Sunset Cliffs,1538667.0
92107,2017-Q4,Ocean Beach,755667.0
92107,2017-Q4,Sunset Cliffs,1596000.0
92107,2018-Q1,Ocean Beach,833333.0
92107,2018-Q1,Sunset Cliffs,1458333.0
92107,2018-Q2,Ocean Beach,852000.0
92107,2018-Q2,Sunset Cliffs,1660000.0
92108,2012-Q1,Grant Hill,174667.0
92108,2012-Q1,Grantville,123667.0
92108,2012-Q1,Mission Valley East,210000.0
92108,2012-Q1,Mission Valley West,210000.0
92108,2012-Q2,Grant Hill,160000.0
92108,2012-Q2,Grantville,146000.0
92108,2012-Q2,Mission Valley East,245667.0
92108,2012-Q2,Mission Valley West,245667.0
92108,2012-Q3,Grant Hill,210000.0
92108,2012-Q3,Grantville,165667.0
92108,2012-Q3,Mission Valley East,235333.0
92108,2012-Q3,Mission Valley West,235333.0
92108,2012-Q4,Grant Hill,355667.0
92108,2012-Q4,Grantville,167667.0
92108,2012-Q4,Mission Valley East,268333.0
92108,2012-Q4,Mission Valley West,268333.0
92108,2013-Q1,Grant Hill,254333.0
92108,2013-Q1,Grantville,176000.0
92108,2013-Q1,Mission Valley East,308667.0
92108,2013-Q1,Mission Valley West,308667.0
92108,2013-Q2,Grant Hill,291000.0
92108,2013-Q2,Grantville,191333.0
92108,2013-Q2,Mission Valley East,299667.0
92108,2013-Q2,Mission Valley West,299667.0
92108,2013-Q3,Grant Hill,296000.0
92108,2013-Q3,Grantville,204000.0
92108,2013-Q3,Mission Valley East,319667.0
92108,2013-Q3,Mission Valley West,319667.0
92108,2013-Q4,Grant Hill,313333.0
92108,2013-Q4,Grantville,231667.0
92108,2013-Q4,Mission Valley East,320000.0
92108,2013-Q4,Mission Valley West,320000.0
92108,2014-Q1,Grant Hill,386667.0
92108,2014-Q1,Grantville,218667.0
92108,2014-Q1,Mission Valley East,324000.0
92108,2014-Q1,Mission Valley West,324000.0
92108,2014-Q2,Grant Hill,411667.0
92108,2014-Q2,Grantville,241000.0
92108,2014-Q2,Mission Valley East,345333.0
92108,2014-Q2,Mission Valley West,345333.0
92108,2014-Q3,Grant Hill,376333.0
92108,2014-Q3,Grantville,230333.0
92108,2014-Q3,Mission Valley East,340333.0
92108,2014-Q3,Mission Valley West,340333.0
92108,2014-Q4,Grant Hill,190667.0
92108,2014-Q4,Grantville,248000.0
92108,2014-Q4,Mission Valley East,342333.0
92108,2014-Q4,Mission Valley West,342333.0
92108,2015-Q1,Grant Hill,269333.0
92108,2015-Q1,Grantville,259000.0
92108,2015-Q1,Mission Valley East,359333.0
92108,2015-Q1,Mission Valley West,359333.0
92108,2015-Q2,Grant Hill,332000.0
92108,2015-Q2,Grantville,247000.0
92108,2015-Q2,Mission Valley East,346000.0
92108,2015-Q2,Mission Valley West,346000.0
92108,2015-Q3,Grant Hill,345000.0
92108,2015-Q3,Grantville,214333.0
92108,2015-Q3,Mission Valley East,380333.0
92108,2015-Q3,Mission Valley West,380333.0
92108,2015-Q4,Grant Hill,334333.0
92108,2015-Q4,Grantville,264333.0
92108,2015-Q4,Mission Valley East,355667.0
92108,2015-Q4,Mission Valley West,355667.0
92108,2016-Q1,Grant Hill,411000.0
92108,2016-Q1,Grantville,253000.0
92108,2016-Q1,Mission Valley East,356000.0
92108,2016-Q1,Mission Valley West,356000.0
92108,2016-Q2,Grant Hill,408333.0
92108,2016-Q2,Grantville,288333.0
92108,2016-Q2,Mission Valley East,360667.0
92108,2016-Q2,Mission Valley West,360667.0
92108,2016-Q3,Grant Hill,454333.0
92108,2016-Q3,Grantville,246667.0
92108,2016-Q3,Mission Valley East,389667.0
92108,2016-Q3,Mission Valley West,389667.0
92108,2016-Q4,Grant Hill,440000.0
92108,2016-Q4,Grantville,289667.0
92108,2016-Q4,Mission Valley East,389667.0
92108,2016-Q4,Mission Valley West,389667.0
92108,2017-Q1,Grant Hill,441000.0
92108,2017-Q1,Grantville,280333.0
92108,2017-Q1,Mission Valley East,400667.0
92108,2017-Q1,Mission Valley West,400667.0
92108,2017-Q2,Grant Hill,405000.0
92108,2017-Q2,Grantville,302667.0
92108,2017-Q2,Mission Valley East,396000.0
92108,2017-Q2,Mission Valley West,396000.0
92108,2017-Q3,Grant Hill,627667.0
92108,2017-Q3,Grantville,305000.0
92108,2017-Q3,Mission Valley East,394000.0
92108,2017-Q3,Mission Valley West,394000.0
92108,2017-Q4,Grant Hill,643000.0
92108,2017-Q4,Grantville,288667.0
92108,2017-Q4,Mission Valley East,401667.0
92108,2017-Q4,Mission Valley West,401667.0
92108,2018-Q1,Grant Hill,588333.0
92108,2018-Q1,Grantville,303000.0
92108,2018-Q1,Mission Valley East,413333.0
92108,2018-Q1,Mission Valley West,413333.0
92108,2018-Q2,Grant Hill,515000.0
92108,2018-Q2,Grantville,340000.0
92108,2018-Q2,Mission Valley East,423000.0
92108,2018-Q2,Mission Valley West,423000.0
92109,2012-Q1,Bay Park,635333.0
92109,2012-Q1,Mission Beach,1267667.0
92109,2012-Q1,Pacific Beach,468667.0
92109,2012-Q2,Bay Park,565333.0
92109,2012-Q2,Mission Beach,702667.0
92109,2012-Q2,Pacific Beach,445333.0
92109,2012-Q3,Bay Park,636333.0
92109,2012-Q3,Mission Beach,920000.0
92109,2012-Q3,Pacific Beach,497667.0
92109,2012-Q4,Bay Park,461333.0
92109,2012-Q4,Mission Beach,887333.0
92109,2012-Q4,Pacific Beach,543333.0
92109,2013-Q1,Bay Park,552667.0
92109,2013-Q1,Mission Beach,870667.0
92109,2013-Q1,Pacific Beach,535000.0
92109,2013-Q2,Bay Park,705333.0
92109,2013-Q2,Mission Beach,857333.0
92109,2013-Q2,Pacific Beach,594000.0
92109,2013-Q3,Bay Park,670667.0
92109,2013-Q3,Mission Beach,873333.0
92109,2013-Q3,Pacific Beach,605000.0
92109,2013-Q4,Bay Park,789333.0
92109,2013-Q4,Mission Beach,1038333.0
92109,2013-Q4,Pacific Beach,645667.0
92109,2014-Q1,Bay Park,732667.0
92109,2014-Q1,Mission Beach,1141667.0
92109,2014-Q1,Pacific Beach,658333.0
92109,2014-Q2,Bay Park,853667.0
92109,2014-Q2,Mission Beach,1036333.0
92109,2014-Q2,Pacific Beach,667333.0
92109,2014-Q3,Bay Park,774333.0
92109,2014-Q3,Mission Beach,1049333.0
92109,2014-Q3,Pacific Beach,705000.0
92109,2014-Q4,Bay Park,775333.0
92109,2014-Q4,Mission Beach,973667.0
92109,2014-Q4,Pacific Beach,651333.0
92109,2015-Q1,Bay Park,809000.0
92109,2015-Q1,Mission Beach,1338667.0
92109,2015-Q1,Pacific Beach,681333.0
92109,2015-Q2,Bay Park,855000.0
92109,2015-Q2,Mission Beach,1325000.0
92109,2015-Q2,Pacific Beach,721333.0
92109,2015-Q3,Bay Park,930000.0
92109,2015-Q3,Mission Beach,1208000.0
92109,2015-Q3,Pacific Beach,681333.0
92109,2015-Q4,Bay Park,833333.0
92109,2015-Q4,Mission Beach,1010000.0
92109,2015-Q4,Pacific Beach,663000.0
92109,2016-Q1,Bay Park,724000.0
92109,2016-Q1,Mission Beach,1101333.0
92109,2016-Q1,Pacific Beach,656667.0
92109,2016-Q2,Bay Park,701000.0
92109,2016-Q2,Mission Beach,1156000.0
92109,2016-Q2,Pacific Beach,704000.0
92109,2016-Q3,Bay Park,816667.0
92109,2016-Q3,Mission Beach,1144000.0
92109,2016-Q3,Pacific Beach,670333.0
92109,2016-Q4,Bay Park,848667.0
92109,2016-Q4,Mission Beach,1181333.0
92109,2016-Q4,Pacific Beach,676000.0
92109,2017-Q1,Bay Park,763333.0
92109,2017-Q1,Mission Beach,1156333.0
92109,2017-Q1,Pacific Beach,766000.0
92109,2017-Q2,Bay Park,748333.0
92109,2017-Q2,Mission Beach,1278333.0
92109,2017-Q2,Pacific Beach,760000.0
92109,2017-Q3,Bay Park,939333.0
92109,2017-Q3,Mission Beach,1243333.0
92109,2017-Q3,Pacific Beach,790667.0
92109,2017-Q4,Bay Park,876667.0
92109,2017-Q4,Mission Beach,1120000.0
92109,2017-Q4,Pacific Beach,767333.0
92109,2018-Q1,Bay Park,1002667.0
92109,2018-Q1,Mission Beach,1069000.0
92109,2018-Q1,Pacific Beach,786000.0
92109,2018-Q2,Bay Park,895000.0
92109,2018-Q2,Mission Beach,1095000.0
92109,2018-Q2,Pacific Beach,890000.0
92110,2012-Q1,Midway District,305000.0
92110,2012-Q1,Morena,204333.0
92110,2012-Q2,Midway District,340000.0
92110,2012-Q2,Morena,245000.0
92110,2012-Q3,Midway District,325000.0
92110,2012-Q3,Morena,285000.0
92110,2012-Q4,Midway District,354667.0
92110,2012-Q4,Morena,350333.0
92110,2013-Q1,Midway District,370667.0
92110,2013-Q1,Morena,323000.0
92110,2013-Q2,Midway District,365000.0
92110,2013-Q2,Morena,323333.0
92110,2013-Q3,Midway District,417333.0
92110,2013-Q3,Morena,329333.0
92110,2013-Q4,Midway District,465000.0
92110,2013-Q4,Morena,364000.0
92110,2014-Q1,Midway District,452333.0
92110,2014-Q1,Morena,347667.0
92110,2014-Q2,Midway District,452333.0
92110,2014-Q2,Morena,385667.0
92110,2014-Q3,Midway District,573667.0
92110,2014-Q3,Morena,364000.0
92110,2014-Q4,Midway District,432000.0
92110,2014-Q4,Morena,356667.0
92110,2015-Q1,Midway District,434000.0
92110,2015-Q1,Morena,364667.0
92110,2015-Q2,Midway District,459667.0
92110,2015-Q2,Morena,350333.0
92110,2015-Q3,Midway District,434000.0
92110,2015-Q3,Morena,385333.0
92110,2015-Q4,Midway District,561667.0
92110,2015-Q4,Morena,348667.0
92110,2016-Q1,Midway District,437333.0
92110,2016-Q1,Morena,375667.0
92110,2016-Q2,Midway District,484667.0
92110,2016-Q2,Morena,371000.0
92110,2016-Q3,Midway District,509000.0
92110,2016-Q3,Morena,423000.0
92110,2016-Q4,Midway District,412000.0
92110,2016-Q4,Morena,406000.0
92110,2017-Q1,Midway District,600333.0
92110,2017-Q1,Morena,357667.0
92110,2017-Q2,Midway District,637000.0
92110,2017-Q2,Morena,409000.0
92110,2017-Q3,Midway District,558333.0
92110,2017-Q3,Morena,426667.0
92110,2017-Q4,Midway District,336667.0
92110,2017-Q4,Morena,425667.0
92110,2018-Q1,Midway District,467667.0
92110,2018-Q1,Morena,426667.0
92110,2018-Q2,Midway District,532000.0
92110,2018-Q2,Morena,462000.0
92111,2012-Q1,Clairemont Mesa East,320333.0
92111,2012-Q1,Clairemont Mesa West,393000.0
92111,2012-Q1,Linda Vista,280667.0
92111,2012-Q2,Clairemont Mesa East,306000.0
92111,2012-Q2,Clairemont Mesa West,401667.0
92111,2012-Q2,Linda Vista,306667.0
92111,2012-Q3,Clairemont Mesa East,343333.0
92111,2012-Q3,Clairemont Mesa West,412667.0
92111,2012-Q3,Linda Vista,282333.0
92111,2012-Q4,Clairemont Mesa East,356667.0
92111,2012-Q4,Clairemont Mesa West,435000.0
92111,2012-Q4,Linda Vista,281667.0
92111,2013-Q1,Clairemont Mesa East,370000.0
92111,2013-Q1,Clairemont Mesa West,440333.0
92111,2013-Q1,Linda Vista,295667.0
92111,2013-Q2,Clairemont Mesa East,415333.0
92111,2013-Q2,Clairemont Mesa West,476333.0
92111,2013-Q2,Linda Vista,301333.0
92111,2013-Q3,Clairemont Mesa East,440333.0
92111,2013-Q3,Clairemont Mesa West,468333.0
92111,2013-Q3,Linda Vista,336667.0
92111,2013-Q4,Clairemont Mesa East,400000.0
92111,2013-Q4,Clairemont Mesa West,493667.0
92111,2013-Q4,Linda Vista,323667.0
92111,2014-Q1,Clairemont Mesa East,426667.0
92111,2014-Q1,Clairemont Mesa West,480000.0
92111,2014-Q1,Linda Vista,363000.0
92111,2014-Q2,Clairemont Mesa East,450000.0
92111,2014-Q2,Clairemont Mesa West,499667.0
92111,2014-Q2,Linda Vista,343000.0
92111,2014-Q3,Clairemont Mesa East,444000.0
92111,2014-Q3,Clairemont Mesa West,522000.0
92111,2014-Q3,Linda Vista,353333.0
92111,2014-Q4,Clairemont Mesa East,432667.0
92111,2014-Q4,Clairemont Mesa West,523333.0
92111,2014-Q4,Linda Vista,367000.0
92111,2015-Q1,Clairemont Mesa East,432333.0
92111,2015-Q1,Clairemont Mesa West,530667.0
92111,2015-Q1,Linda Vista,367333.0
92111,2015-Q2,Clairemont Mesa East,448333.0
92111,2015-Q2,Clairemont Mesa West,557667.0
92111,2015-Q2,Linda Vista,371667.0
92111,2015-Q3,Clairemont Mesa East,472667.0
92111,2015-Q3,Clairemont Mesa West,561333.0
92111,2015-Q3,Linda Vista,380333.0
92111,2015-Q4,Clairemont Mesa East,454333.0
92111,2015-Q4,Clairemont Mesa West,554333.0
92111,2015-Q4,Linda Vista,377333.0
92111,2016-Q1,Clairemont Mesa East,457667.0
92111,2016-Q1,Clairemont Mesa West,548000.0
92111,2016-Q1,Linda Vista,366000.0
92111,2016-Q2,Clairemont Mesa East,494667.0
92111,2016-Q2,Clairemont Mesa West,581000.0
92111,2016-Q2,Linda Vista,394667.0
92111,2016-Q3,Clairemont Mesa East,513333.0
92111,2016-Q3,Clairemont Mesa West,564333.0
92111,2016-Q3,Linda Vista,408333.0
92111,2016-Q4,Clairemont Mesa East,523000.0
92111,2016-Q4,Clairemont Mesa West,539667.0
92111,2016-Q4,Linda Vista,414000.0
92111,2017-Q1,Clairemont Mesa East,530000.0
92111,2017-Q1,Clairemont Mesa West,597333.0
92111,2017-Q1,Linda Vista,500333.0
92111,2017-Q2,Clairemont Mesa East,491667.0
92111,2017-Q2,Clairemont Mesa West,595667.0
92111,2017-Q2,Linda Vista,426667.0
92111,2017-Q3,Clairemont Mesa East,531333.0
92111,2017-Q3,Clairemont Mesa West,612667.0
92111,2017-Q3,Linda Vista,436000.0
92111,2017-Q4,Clairemont Mesa East,556000.0
92111,2017-Q4,Clairemont Mesa West,622667.0
92111,2017-Q4,Linda Vista,474333.0
92111,2018-Q1,Clairemont Mesa East,572667.0
92111,2018-Q1,Clairemont Mesa West,659667.0
92111,2018-Q1,Linda Vista,487000.0
92111,2018-Q2,Clairemont Mesa East,550000.0
92111,2018-Q2,Clairemont Mesa West,650000.0
92111,2018-Q2,Linda Vista,439000.0
92113,2012-Q1,Logan Heights,180333.0
92113,2012-Q1,Mountain View,183000.0
92113,2012-Q1,Shelltown,193000.0
92113,2012-Q1,Southcrest,131333.0
92113,2012-Q2,Logan Heights,196000.0
92113,2012-Q2,Mountain View,188333.0
92113,2012-Q2,Shelltown,196333.0
92113,2012-Q2,Southcrest,134667.0
92113,2012-Q3,Logan Heights,183667.0
92113,2012-Q3,Mountain View,163333.0
92113,2012-Q3,Shelltown,220000.0
92113,2012-Q3,Southcrest,181000.0
92113,2012-Q4,Logan Heights,175000.0
92113,2012-Q4,Mountain View,188667.0
92113,2012-Q4,Shelltown,227333.0
92113,2012-Q4,Southcrest,192000.0
92113,2013-Q1,Logan Heights,235000.0
92113,2013-Q1,Mountain View,201333.0
92113,2013-Q1,Shelltown,221667.0
92113,2013-Q1,Southcrest,266667.0
92113,2013-Q2,Logan Heights,224667.0
