zipcode,Period,Region,MSP
92113,2013-Q2,Mountain View,240333.0
92113,2013-Q2,Shelltown,219667.0
92113,2013-Q2,Southcrest,204667.0
92113,2013-Q3,Logan Heights,261667.0
92113,2013-Q3,Mountain View,235667.0
92113,2013-Q3,Shelltown,274000.0
92113,2013-Q3,Southcrest,226667.0
92113,2013-Q4,Logan Heights,270333.0
92113,2013-Q4,Mountain View,242000.0
92113,2013-Q4,Shelltown,242333.0
92113,2013-Q4,Southcrest,246333.0
92113,2014-Q1,Logan Heights,281333.0
92113,2014-Q1,Mountain View,268000.0
92113,2014-Q1,Shelltown,274333.0
92113,2014-Q1,Southcrest,268667.0
92113,2014-Q2,Logan Heights,263333.0
92113,2014-Q2,Mountain View,259667.0
92113,2014-Q2,Shelltown,293000.0
92113,2014-Q2,Southcrest,274000.0
92113,2014-Q3,Logan Heights,290000.0
92113,2014-Q3,Mountain View,280333.0
92113,2014-Q3,Shelltown,378333.0
92113,2014-Q3,Southcrest,313667.0
92113,2014-Q4,Logan Heights,283667.0
92113,2014-Q4,Mountain View,281000.0
92113,2014-Q4,Shelltown,320000.0
92113,2014-Q4,Southcrest,282000.0
92113,2015-Q1,Logan Heights,305667.0
92113,2015-Q1,Mountain View,281000.0
92113,2015-Q1,Shelltown,248667.0
92113,2015-Q1,Southcrest,328333.0
92113,2015-Q2,Logan Heights,353333.0
92113,2015-Q2,Mountain View,292667.0
92113,2015-Q2,Shelltown,390000.0
92113,2015-Q2,Southcrest,303333.0
92113,2015-Q3,Logan Heights,366667.0
92113,2015-Q3,Mountain View,321000.0
92113,2015-Q3,Shelltown,290333.0
92113,2015-Q3,Southcrest,243667.0
92113,2015-Q4,Logan Heights,309000.0
92113,2015-Q4,Mountain View,318333.0
92113,2015-Q4,Shelltown,288333.0
92113,2015-Q4,Southcrest,364333.0
92113,2016-Q1,Logan Heights,292667.0
92113,2016-Q1,Mountain View,332333.0
92113,2016-Q1,Shelltown,310000.0
92113,2016-Q1,Southcrest,327000.0
92113,2016-Q2,Logan Heights,325667.0
92113,2016-Q2,Mountain View,307667.0
92113,2016-Q2,Shelltown,381000.0
92113,2016-Q2,Southcrest,359333.0
92113,2016-Q3,Logan Heights,418333.0
92113,2016-Q3,Mountain View,331000.0
92113,2016-Q3,Shelltown,393333.0
92113,2016-Q3,Southcrest,313667.0
92113,2016-Q4,Logan Heights,399333.0
92113,2016-Q4,Mountain View,332667.0
92113,2016-Q4,Shelltown,321333.0
92113,2016-Q4,Southcrest,348000.0
92113,2017-Q1,Logan Heights,379000.0
92113,2017-Q1,Mountain View,341667.0
92113,2017-Q1,Shelltown,379333.0
92113,2017-Q1,Southcrest,396667.0
92113,2017-Q2,Logan Heights,398667.0
92113,2017-Q2,Mountain View,357667.0
92113,2017-Q2,Shelltown,477000.0
92113,2017-Q2,Southcrest,361000.0
92113,2017-Q3,Logan Heights,428333.0
92113,2017-Q3,Mountain View,359333.0
92113,2017-Q3,Shelltown,427333.0
92113,2017-Q3,Southcrest,369333.0
92113,2017-Q4,Logan Heights,480000.0
92113,2017-Q4,Mountain View,386333.0
92113,2017-Q4,Shelltown,579000.0
92113,2017-Q4,Southcrest,420000.0
92113,2018-Q1,Logan Heights,350000.0
92113,2018-Q1,Mountain View,379667.0
92113,2018-Q1,Shelltown,485000.0
92113,2018-Q1,Southcrest,412667.0
92113,2018-Q2,Logan Heights,400000.0
92113,2018-Q2,Mountain View,377000.0
92113,2018-Q2,Shelltown,405000.0
92113,2018-Q2,Southcrest,353000.0
92114,2012-Q1,Alta Vista,250000.0
92114,2012-Q1,Emerald Hills,217000.0
92114,2012-Q1,Encanto,199333.0
92114,2012-Q1,Jamacha Lomita,194333.0
92114,2012-Q1,Skyline,228000.0
92114,2012-Q2,Alta Vista,263667.0
92114,2012-Q2,Emerald Hills,209667.0
92114,2012-Q2,Encanto,210667.0
92114,2012-Q2,Jamacha Lomita,206667.0
92114,2012-Q2,Skyline,231667.0
92114,2012-Q3,Alta Vista,257000.0
92114,2012-Q3,Emerald Hills,205000.0
92114,2012-Q3,Encanto,238000.0
92114,2012-Q3,Jamacha Lomita,231333.0
92114,2012-Q3,Skyline,237333.0
92114,2012-Q4,Alta Vista,273667.0
92114,2012-Q4,Emerald Hills,233000.0
92114,2012-Q4,Encanto,239333.0
92114,2012-Q4,Jamacha Lomita,232333.0
92114,2012-Q4,Skyline,246000.0
92114,2013-Q1,Alta Vista,262000.0
92114,2013-Q1,Emerald Hills,255000.0
92114,2013-Q1,Encanto,269333.0
92114,2013-Q1,Jamacha Lomita,266000.0
92114,2013-Q1,Skyline,249000.0
92114,2013-Q2,Alta Vista,341000.0
92114,2013-Q2,Emerald Hills,282667.0
92114,2013-Q2,Encanto,282000.0
92114,2013-Q2,Jamacha Lomita,262000.0
92114,2013-Q2,Skyline,278000.0
92114,2013-Q3,Alta Vista,335333.0
92114,2013-Q3,Emerald Hills,290000.0
92114,2013-Q3,Encanto,307667.0
92114,2013-Q3,Jamacha Lomita,309333.0
92114,2013-Q3,Skyline,306667.0
92114,2013-Q4,Alta Vista,323667.0
92114,2013-Q4,Emerald Hills,307333.0
92114,2013-Q4,Encanto,302000.0
92114,2013-Q4,Jamacha Lomita,292333.0
92114,2013-Q4,Skyline,303667.0
92114,2014-Q1,Alta Vista,305000.0
92114,2014-Q1,Emerald Hills,291000.0
92114,2014-Q1,Encanto,302333.0
92114,2014-Q1,Jamacha Lomita,305000.0
92114,2014-Q1,Skyline,289000.0
92114,2014-Q2,Alta Vista,332000.0
92114,2014-Q2,Emerald Hills,330000.0
92114,2014-Q2,Encanto,310000.0
92114,2014-Q2,Jamacha Lomita,313333.0
92114,2014-Q2,Skyline,330000.0
92114,2014-Q3,Alta Vista,321667.0
92114,2014-Q3,Emerald Hills,345667.0
92114,2014-Q3,Encanto,315667.0
92114,2014-Q3,Jamacha Lomita,323333.0
92114,2014-Q3,Skyline,319333.0
92114,2014-Q4,Alta Vista,340667.0
92114,2014-Q4,Emerald Hills,372667.0
92114,2014-Q4,Encanto,316333.0
92114,2014-Q4,Jamacha Lomita,344333.0
92114,2014-Q4,Skyline,324000.0
92114,2015-Q1,Alta Vista,355333.0
92114,2015-Q1,Emerald Hills,304333.0
92114,2015-Q1,Encanto,323333.0
92114,2015-Q1,Jamacha Lomita,332333.0
92114,2015-Q1,Skyline,340333.0
92114,2015-Q2,Alta Vista,356000.0
92114,2015-Q2,Emerald Hills,335000.0
92114,2015-Q2,Encanto,335000.0
92114,2015-Q2,Jamacha Lomita,331667.0
92114,2015-Q2,Skyline,338000.0
92114,2015-Q3,Alta Vista,407500.0
92114,2015-Q3,Emerald Hills,329667.0
92114,2015-Q3,Encanto,331000.0
92114,2015-Q3,Jamacha Lomita,350000.0
92114,2015-Q3,Skyline,353333.0
92114,2015-Q4,Alta Vista,395000.0
92114,2015-Q4,Emerald Hills,364000.0
92114,2015-Q4,Encanto,346333.0
92114,2015-Q4,Jamacha Lomita,369667.0
92114,2015-Q4,Skyline,353000.0
92114,2016-Q1,Alta Vista,379000.0
92114,2016-Q1,Emerald Hills,392000.0
92114,2016-Q1,Encanto,362333.0
92114,2016-Q1,Jamacha Lomita,342333.0
92114,2016-Q1,Skyline,361667.0
92114,2016-Q2,Alta Vista,383333.0
92114,2016-Q2,Emerald Hills,358333.0
92114,2016-Q2,Encanto,384000.0
92114,2016-Q2,Jamacha Lomita,385000.0
92114,2016-Q2,Skyline,385333.0
92114,2016-Q3,Alta Vista,428000.0
92114,2016-Q3,Emerald Hills,428667.0
92114,2016-Q3,Encanto,396000.0
92114,2016-Q3,Jamacha Lomita,400667.0
92114,2016-Q3,Skyline,401667.0
92114,2016-Q4,Alta Vista,428333.0
92114,2016-Q4,Emerald Hills,380667.0
92114,2016-Q4,Encanto,395333.0
92114,2016-Q4,Jamacha Lomita,369667.0
92114,2016-Q4,Skyline,405000.0
92114,2017-Q1,Alta Vista,420000.0
92114,2017-Q1,Emerald Hills,383667.0
92114,2017-Q1,Encanto,366667.0
92114,2017-Q1,Jamacha Lomita,389667.0
92114,2017-Q1,Skyline,404667.0
92114,2017-Q2,Alta Vista,388333.0
92114,2017-Q2,Emerald Hills,421000.0
92114,2017-Q2,Encanto,417333.0
92114,2017-Q2,Jamacha Lomita,409667.0
92114,2017-Q2,Skyline,407000.0
92114,2017-Q3,Alta Vista,439333.0
92114,2017-Q3,Emerald Hills,437667.0
92114,2017-Q3,Encanto,428000.0
92114,2017-Q3,Jamacha Lomita,419667.0
92114,2017-Q3,Skyline,421000.0
92114,2017-Q4,Alta Vista,436333.0
92114,2017-Q4,Emerald Hills,433000.0
92114,2017-Q4,Encanto,433333.0
92114,2017-Q4,Jamacha Lomita,408333.0
92114,2017-Q4,Skyline,433000.0
92114,2018-Q1,Alta Vista,469333.0
92114,2018-Q1,Emerald Hills,432667.0
92114,2018-Q1,Encanto,425333.0
92114,2018-Q1,Jamacha Lomita,419333.0
92114,2018-Q1,Skyline,428000.0
92114,2018-Q2,Alta Vista,507000.0
92114,2018-Q2,Emerald Hills,456000.0
92114,2018-Q2,Encanto,440000.0
92114,2018-Q2,Jamacha Lomita,420000.0
92114,2018-Q2,Skyline,439000.0
92115,2012-Q1,College East,298000.0
92115,2012-Q1,College West,357667.0
92115,2012-Q1,El Cerrito,226667.0
92115,2012-Q1,Rolando,241167.0
92115,2012-Q1,"San Diego, CA - Mid-City",221667.0
92115,2012-Q1,Talmadge,365000.0
92115,2012-Q2,College East,330333.0
92115,2012-Q2,College West,347667.0
92115,2012-Q2,El Cerrito,189667.0
92115,2012-Q2,Rolando,251833.0
92115,2012-Q2,"San Diego, CA - Mid-City",244667.0
92115,2012-Q2,Talmadge,388667.0
92115,2012-Q3,College East,339000.0
92115,2012-Q3,College West,405667.0
92115,2012-Q3,El Cerrito,282667.0
92115,2012-Q3,Rolando,278000.0
92115,2012-Q3,"San Diego, CA - Mid-City",260000.0
92115,2012-Q3,Talmadge,342667.0
92115,2012-Q4,College East,320000.0
92115,2012-Q4,College West,413667.0
92115,2012-Q4,El Cerrito,273000.0
92115,2012-Q4,Rolando,269333.0
92115,2012-Q4,"San Diego, CA - Mid-City",267333.0
92115,2012-Q4,Talmadge,399000.0
92115,2013-Q1,College East,329000.0
92115,2013-Q1,College West,429333.0
92115,2013-Q1,El Cerrito,198333.0
92115,2013-Q1,Rolando,302000.0
92115,2013-Q1,"San Diego, CA - Mid-City",281000.0
92115,2013-Q1,Talmadge,442667.0
92115,2013-Q2,College East,346667.0
92115,2013-Q2,College West,462000.0
92115,2013-Q2,El Cerrito,250000.0
92115,2013-Q2,Rolando,342333.0
92115,2013-Q2,"San Diego, CA - Mid-City",308000.0
92115,2013-Q2,Talmadge,501333.0
92115,2013-Q3,College East,353333.0
92115,2013-Q3,College West,481667.0
92115,2013-Q3,El Cerrito,320667.0
92115,2013-Q3,Rolando,340500.0
92115,2013-Q3,"San Diego, CA - Mid-City",338333.0
92115,2013-Q3,Talmadge,479333.0
92115,2013-Q4,College East,364333.0
92115,2013-Q4,College West,457667.0
92115,2013-Q4,El Cerrito,314333.0
92115,2013-Q4,Rolando,349000.0
92115,2013-Q4,"San Diego, CA - Mid-City",319333.0
92115,2013-Q4,Talmadge,482667.0
92115,2014-Q1,College East,364667.0
92115,2014-Q1,College West,478667.0
92115,2014-Q1,El Cerrito,332333.0
92115,2014-Q1,Rolando,359500.0
92115,2014-Q1,"San Diego, CA - Mid-City",327333.0
92115,2014-Q1,Talmadge,459000.0
92115,2014-Q2,College East,402667.0
92115,2014-Q2,College West,516667.0
92115,2014-Q2,El Cerrito,295667.0
92115,2014-Q2,Rolando,378167.0
92115,2014-Q2,"San Diego, CA - Mid-City",356000.0
92115,2014-Q2,Talmadge,511000.0
92115,2014-Q3,College East,410000.0
92115,2014-Q3,College West,491667.0
92115,2014-Q3,El Cerrito,328333.0
92115,2014-Q3,Rolando,371167.0
92115,2014-Q3,"San Diego, CA - Mid-City",353667.0
92115,2014-Q3,Talmadge,521667.0
92115,2014-Q4,College East,367667.0
92115,2014-Q4,College West,499000.0
92115,2014-Q4,El Cerrito,311667.0
92115,2014-Q4,Rolando,376833.0
92115,2014-Q4,"San Diego, CA - Mid-City",351333.0
92115,2014-Q4,Talmadge,492667.0
92115,2015-Q1,College East,365333.0
92115,2015-Q1,College West,487667.0
92115,2015-Q1,El Cerrito,302667.0
92115,2015-Q1,Rolando,388167.0
92115,2015-Q1,"San Diego, CA - Mid-City",369667.0
92115,2015-Q1,Talmadge,446000.0
92115,2015-Q2,College East,428333.0
92115,2015-Q2,College West,552333.0
92115,2015-Q2,El Cerrito,369333.0
92115,2015-Q2,Rolando,383000.0
92115,2015-Q2,"San Diego, CA - Mid-City",380000.0
92115,2015-Q2,Talmadge,463667.0
92115,2015-Q3,College East,471000.0
92115,2015-Q3,College West,524667.0
92115,2015-Q3,El Cerrito,323000.0
92115,2015-Q3,Rolando,396667.0
92115,2015-Q3,"San Diego, CA - Mid-City",386667.0
92115,2015-Q3,Talmadge,495667.0
92115,2015-Q4,College East,430000.0
92115,2015-Q4,College West,517000.0
92115,2015-Q4,El Cerrito,396000.0
92115,2015-Q4,Rolando,397000.0
92115,2015-Q4,"San Diego, CA - Mid-City",395333.0
92115,2015-Q4,Talmadge,493000.0
92115,2016-Q1,College East,462000.0
92115,2016-Q1,College West,538000.0
92115,2016-Q1,El Cerrito,367000.0
92115,2016-Q1,Rolando,417000.0
92115,2016-Q1,"San Diego, CA - Mid-City",398667.0
92115,2016-Q1,Talmadge,489000.0
92115,2016-Q2,College East,467000.0
92115,2016-Q2,College West,536667.0
92115,2016-Q2,El Cerrito,389333.0
92115,2016-Q2,Rolando,433333.0
92115,2016-Q2,"San Diego, CA - Mid-City",413333.0
92115,2016-Q2,Talmadge,534333.0
92115,2016-Q3,College East,385000.0
92115,2016-Q3,College West,555667.0
92115,2016-Q3,El Cerrito,391333.0
92115,2016-Q3,Rolando,434000.0
92115,2016-Q3,"San Diego, CA - Mid-City",411667.0
92115,2016-Q3,Talmadge,504333.0
92115,2016-Q4,College East,372000.0
92115,2016-Q4,College West,589000.0
92115,2016-Q4,El Cerrito,346333.0
92115,2016-Q4,Rolando,436833.0
92115,2016-Q4,"San Diego, CA - Mid-City",419667.0
92115,2016-Q4,Talmadge,541000.0
92115,2017-Q1,College East,397667.0
92115,2017-Q1,College West,598000.0
92115,2017-Q1,El Cerrito,396333.0
92115,2017-Q1,Rolando,449500.0
92115,2017-Q1,"San Diego, CA - Mid-City",423000.0
92115,2017-Q1,Talmadge,560333.0
92115,2017-Q2,College East,447000.0
92115,2017-Q2,College West,588000.0
92115,2017-Q2,El Cerrito,431333.0
92115,2017-Q2,Rolando,461833.0
92115,2017-Q2,"San Diego, CA - Mid-City",445667.0
92115,2017-Q2,Talmadge,625667.0
92115,2017-Q3,College East,475000.0
92115,2017-Q3,College West,561667.0
92115,2017-Q3,El Cerrito,434667.0
92115,2017-Q3,Rolando,469500.0
92115,2017-Q3,"San Diego, CA - Mid-City",458333.0
92115,2017-Q3,Talmadge,636667.0
92115,2017-Q4,College East,506667.0
92115,2017-Q4,College West,623000.0
92115,2017-Q4,El Cerrito,373333.0
92115,2017-Q4,Rolando,467000.0
92115,2017-Q4,"San Diego, CA - Mid-City",458333.0
92115,2017-Q4,Talmadge,675667.0
92115,2018-Q1,College East,450667.0
92115,2018-Q1,College West,628667.0
92115,2018-Q1,El Cerrito,445333.0
92115,2018-Q1,Rolando,457500.0
92115,2018-Q1,"San Diego, CA - Mid-City",468333.0
92115,2018-Q1,Talmadge,705333.0
92115,2018-Q2,College East,508000.0
92115,2018-Q2,College West,625000.0
92115,2018-Q2,El Cerrito,440000.0
92115,2018-Q2,Rolando,498500.0
92115,2018-Q2,"San Diego, CA - Mid-City",485000.0
92115,2018-Q2,Talmadge,636000.0
92116,2012-Q1,Adams North,377000.0
92116,2012-Q1,Kensington,593000.0
92116,2012-Q1,Normal Heights,188000.0
92116,2012-Q2,Adams North,399667.0
92116,2012-Q2,Kensington,643333.0
92116,2012-Q2,Normal Heights,256333.0
92116,2012-Q3,Adams North,467000.0
92116,2012-Q3,Kensington,672000.0
92116,2012-Q3,Normal Heights,229333.0
92116,2012-Q4,Adams North,414000.0
92116,2012-Q4,Kensington,616333.0
92116,2012-Q4,Normal Heights,250000.0
92116,2013-Q1,Adams North,510000.0
92116,2013-Q1,Kensington,624333.0
92116,2013-Q1,Normal Heights,316667.0
92116,2013-Q2,Adams North,463000.0
92116,2013-Q2,Kensington,669333.0
92116,2013-Q2,Normal Heights,343667.0
92116,2013-Q3,Adams North,506000.0
92116,2013-Q3,Kensington,708667.0
92116,2013-Q3,Normal Heights,310667.0
92116,2013-Q4,Adams North,470333.0
92116,2013-Q4,Kensington,650333.0
92116,2013-Q4,Normal Heights,284333.0
92116,2014-Q1,Adams North,441333.0
92116,2014-Q1,Kensington,650333.0
92116,2014-Q1,Normal Heights,373667.0
92116,2014-Q2,Adams North,508667.0
92116,2014-Q2,Kensington,741333.0
92116,2014-Q2,Normal Heights,309000.0
92116,2014-Q3,Adams North,488000.0
92116,2014-Q3,Kensington,741000.0
92116,2014-Q3,Normal Heights,309000.0
92116,2014-Q4,Adams North,697000.0
92116,2014-Q4,Kensington,778000.0
92116,2014-Q4,Normal Heights,386333.0
92116,2015-Q1,Adams North,578333.0
92116,2015-Q1,Kensington,718333.0
92116,2015-Q1,Normal Heights,358333.0
92116,2015-Q2,Adams North,591000.0
92116,2015-Q2,Kensington,790333.0
92116,2015-Q2,Normal Heights,390333.0
92116,2015-Q3,Adams North,537333.0
92116,2015-Q3,Kensington,822333.0
92116,2015-Q3,Normal Heights,347333.0
92116,2015-Q4,Adams North,560000.0
92116,2015-Q4,Kensington,756667.0
92116,2015-Q4,Normal Heights,334667.0
92116,2016-Q1,Adams North,491333.0
92116,2016-Q1,Kensington,776000.0
92116,2016-Q1,Normal Heights,376000.0
92116,2016-Q2,Adams North,592000.0
92116,2016-Q2,Kensington,727667.0
92116,2016-Q2,Normal Heights,337333.0
92116,2016-Q3,Adams North,601000.0
92116,2016-Q3,Kensington,655000.0
92116,2016-Q3,Normal Heights,413667.0
92116,2016-Q4,Adams North,645000.0
92116,2016-Q4,Kensington,824333.0
92116,2016-Q4,Normal Heights,370333.0
92116,2017-Q1,Adams North,615333.0
92116,2017-Q1,Kensington,865333.0
92116,2017-Q1,Normal Heights,384333.0
92116,2017-Q2,Adams North,676333.0
92116,2017-Q2,Kensington,869000.0
92116,2017-Q2,Normal Heights,492333.0
92116,2017-Q3,Adams North,646667.0
92116,2017-Q3,Kensington,836000.0
92116,2017-Q3,Normal Heights,524333.0
92116,2017-Q4,Adams North,694667.0
92116,2017-Q4,Kensington,852333.0
92116,2017-Q4,Normal Heights,505000.0
92116,2018-Q1,Adams North,639000.0
92116,2018-Q1,Kensington,862667.0
92116,2018-Q1,Normal Heights,540000.0
92116,2018-Q2,Adams North,675000.0
92116,2018-Q2,Kensington,830000.0
92116,2018-Q2,Normal Heights,500000.0
92117,2012-Q1,Bay Ho,359333.0
92117,2012-Q1,Bay Park,437667.0
92117,2012-Q1,Kearny Mesa,324667.0
92117,2012-Q1,North Clairemont,361000.0
92117,2012-Q2,Bay Ho,407000.0
92117,2012-Q2,Bay Park,454667.0
92117,2012-Q2,Kearny Mesa,301333.0
92117,2012-Q2,North Clairemont,363667.0
92117,2012-Q3,Bay Ho,397000.0
92117,2012-Q3,Bay Park,468000.0
92117,2012-Q3,Kearny Mesa,315000.0
92117,2012-Q3,North Clairemont,377333.0
92117,2012-Q4,Bay Ho,434667.0
92117,2012-Q4,Bay Park,479000.0
92117,2012-Q4,Kearny Mesa,353000.0
92117,2012-Q4,North Clairemont,399333.0
92117,2013-Q1,Bay Ho,436000.0
92117,2013-Q1,Bay Park,456333.0
92117,2013-Q1,Kearny Mesa,341000.0
92117,2013-Q1,North Clairemont,409000.0
92117,2013-Q2,Bay Ho,489000.0
92117,2013-Q2,Bay Park,495333.0
92117,2013-Q2,Kearny Mesa,377000.0
92117,2013-Q2,North Clairemont,443333.0
92117,2013-Q3,Bay Ho,450000.0
92117,2013-Q3,Bay Park,559000.0
92117,2013-Q3,Kearny Mesa,392000.0
92117,2013-Q3,North Clairemont,435333.0
92117,2013-Q4,Bay Ho,484000.0
92117,2013-Q4,Bay Park,598000.0
92117,2013-Q4,Kearny Mesa,393000.0
92117,2013-Q4,North Clairemont,451000.0
92117,2014-Q1,Bay Ho,469000.0
92117,2014-Q1,Bay Park,531000.0
92117,2014-Q1,Kearny Mesa,413667.0
92117,2014-Q1,North Clairemont,460000.0
92117,2014-Q2,Bay Ho,533000.0
92117,2014-Q2,Bay Park,599000.0
92117,2014-Q2,Kearny Mesa,397000.0
92117,2014-Q2,North Clairemont,470667.0
92117,2014-Q3,Bay Ho,530333.0
92117,2014-Q3,Bay Park,623333.0
92117,2014-Q3,Kearny Mesa,423667.0
92117,2014-Q3,North Clairemont,489333.0
92117,2014-Q4,Bay Ho,523000.0
92117,2014-Q4,Bay Park,553000.0
92117,2014-Q4,Kearny Mesa,422333.0
92117,2014-Q4,North Clairemont,477667.0
92117,2015-Q1,Bay Ho,507000.0
92117,2015-Q1,Bay Park,608333.0
92117,2015-Q1,Kearny Mesa,448000.0
92117,2015-Q1,North Clairemont,474000.0
92117,2015-Q2,Bay Ho,540000.0
92117,2015-Q2,Bay Park,632667.0
92117,2015-Q2,Kearny Mesa,410000.0
92117,2015-Q2,North Clairemont,518333.0
92117,2015-Q3,Bay Ho,542667.0
92117,2015-Q3,Bay Park,691667.0
92117,2015-Q3,Kearny Mesa,436000.0
92117,2015-Q3,North Clairemont,538000.0
92117,2015-Q4,Bay Ho,555667.0
92117,2015-Q4,Bay Park,668000.0
92117,2015-Q4,Kearny Mesa,443667.0
92117,2015-Q4,North Clairemont,516667.0
92117,2016-Q1,Bay Ho,488667.0
92117,2016-Q1,Bay Park,632333.0
92117,2016-Q1,Kearny Mesa,449667.0
92117,2016-Q1,North Clairemont,553667.0
92117,2016-Q2,Bay Ho,539667.0
92117,2016-Q2,Bay Park,680333.0
92117,2016-Q2,Kearny Mesa,447667.0
92117,2016-Q2,North Clairemont,544667.0
92117,2016-Q3,Bay Ho,607333.0
92117,2016-Q3,Bay Park,710000.0
92117,2016-Q3,Kearny Mesa,491333.0
92117,2016-Q3,North Clairemont,546000.0
92117,2016-Q4,Bay Ho,602667.0
92117,2016-Q4,Bay Park,673333.0
92117,2016-Q4,Kearny Mesa,474333.0
92117,2016-Q4,North Clairemont,547667.0
92117,2017-Q1,Bay Ho,613333.0
92117,2017-Q1,Bay Park,708333.0
92117,2017-Q1,Kearny Mesa,466333.0
92117,2017-Q1,North Clairemont,554667.0
92117,2017-Q2,Bay Ho,617667.0
92117,2017-Q2,Bay Park,725667.0
92117,2017-Q2,Kearny Mesa,469333.0
92117,2017-Q2,North Clairemont,588667.0
92117,2017-Q3,Bay Ho,622333.0
92117,2017-Q3,Bay Park,741000.0
92117,2017-Q3,Kearny Mesa,509333.0
92117,2017-Q3,North Clairemont,615667.0
92117,2017-Q4,Bay Ho,686333.0
92117,2017-Q4,Bay Park,768333.0
92117,2017-Q4,Kearny Mesa,510333.0
92117,2017-Q4,North Clairemont,619333.0
92117,2018-Q1,Bay Ho,685667.0
92117,2018-Q1,Bay Park,791000.0
92117,2018-Q1,Kearny Mesa,492000.0
92117,2018-Q1,North Clairemont,628333.0
92117,2018-Q2,Bay Ho,718000.0
92117,2018-Q2,Bay Park,853000.0
92117,2018-Q2,Kearny Mesa,506000.0
92117,2018-Q2,North Clairemont,646000.0
92119,2012-Q1,Lake Murray,342000.0
92119,2012-Q2,Lake Murray,363667.0
92119,2012-Q3,Lake Murray,393667.0
92119,2012-Q4,Lake Murray,376667.0
92119,2013-Q1,Lake Murray,386000.0
92119,2013-Q2,Lake Murray,425667.0
92119,2013-Q3,Lake Murray,427667.0
92119,2013-Q4,Lake Murray,440667.0
92119,2014-Q1,Lake Murray,427667.0
92119,2014-Q2,Lake Murray,440333.0
92119,2014-Q3,Lake Murray,450000.0
92119,2014-Q4,Lake Murray,447667.0
92119,2015-Q1,Lake Murray,450000.0
92119,2015-Q2,Lake Murray,464000.0
92119,2015-Q3,Lake Murray,493667.0
92119,2015-Q4,Lake Murray,508333.0
92119,2016-Q1,Lake Murray,508000.0
92119,2016-Q2,Lake Murray,501667.0
92119,2016-Q3,Lake Murray,531667.0
92119,2016-Q4,Lake Murray,511333.0
92119,2017-Q1,Lake Murray,540000.0
92119,2017-Q2,Lake Murray,536333.0
92119,2017-Q3,Lake Murray,560667.0
92119,2017-Q4,Lake Murray,579333.0
92119,2018-Q1,Lake Murray,590667.0
92119,2018-Q2,Lake Murray,550000.0
92120,2012-Q1,Allied Gardens,329333.0
92120,2012-Q1,Del Cerro,445333.0
92120,2012-Q2,Allied Gardens,339333.0
92120,2012-Q2,Del Cerro,467333.0
92120,2012-Q3,Allied Gardens,372667.0
92120,2012-Q3,Del Cerro,496667.0
92120,2012-Q4,Allied Gardens,381667.0
92120,2012-Q4,Del Cerro,501333.0
92120,2013-Q1,Allied Gardens,415000.0
92120,2013-Q1,Del Cerro,514000.0
92120,2013-Q2,Allied Gardens,406667.0
92120,2013-Q2,Del Cerro,549667.0
92120,2013-Q3,Allied Gardens,452000.0
92120,2013-Q3,Del Cerro,583000.0
92120,2013-Q4,Allied Gardens,435000.0
92120,2013-Q4,Del Cerro,634333.0
92120,2014-Q1,Allied Gardens,434000.0
92120,2014-Q1,Del Cerro,605000.0
92120,2014-Q2,Allied Gardens,454667.0
92120,2014-Q2,Del Cerro,640000.0
92120,2014-Q3,Allied Gardens,430000.0
92120,2014-Q3,Del Cerro,650000.0
92120,2014-Q4,Allied Gardens,454667.0
92120,2014-Q4,Del Cerro,623000.0
92120,2015-Q1,Allied Gardens,450000.0
92120,2015-Q1,Del Cerro,585333.0
92120,2015-Q2,Allied Gardens,471667.0
92120,2015-Q2,Del Cerro,622667.0
92120,2015-Q3,Allied Gardens,477667.0
92120,2015-Q3,Del Cerro,600000.0
92120,2015-Q4,Allied Gardens,483000.0
92120,2015-Q4,Del Cerro,621333.0
92120,2016-Q1,Allied Gardens,514000.0
