zipcode,Period,Region,MSP
92120,2016-Q1,Del Cerro,623333.0
92120,2016-Q2,Allied Gardens,532333.0
92120,2016-Q2,Del Cerro,629667.0
92120,2016-Q3,Allied Gardens,542000.0
92120,2016-Q3,Del Cerro,679000.0
92120,2016-Q4,Allied Gardens,535000.0
92120,2016-Q4,Del Cerro,670000.0
92120,2017-Q1,Allied Gardens,532000.0
92120,2017-Q1,Del Cerro,638667.0
92120,2017-Q2,Allied Gardens,557333.0
92120,2017-Q2,Del Cerro,738667.0
92120,2017-Q3,Allied Gardens,557667.0
92120,2017-Q3,Del Cerro,710000.0
92120,2017-Q4,Allied Gardens,547333.0
92120,2017-Q4,Del Cerro,747333.0
92120,2018-Q1,Allied Gardens,571000.0
92120,2018-Q1,Del Cerro,704667.0
92120,2018-Q2,Allied Gardens,596000.0
92120,2018-Q2,Del Cerro,720000.0
92121,2012-Q1,Sorrento Valley,603333.0
92121,2012-Q2,Sorrento Valley,543333.0
92121,2012-Q3,Sorrento Valley,502333.0
92121,2012-Q4,Sorrento Valley,490667.0
92121,2013-Q1,Sorrento Valley,519667.0
92121,2013-Q2,Sorrento Valley,684667.0
92121,2013-Q3,Sorrento Valley,716667.0
92121,2013-Q4,Sorrento Valley,578000.0
92121,2014-Q1,Sorrento Valley,548667.0
92121,2014-Q2,Sorrento Valley,693667.0
92121,2014-Q3,Sorrento Valley,651667.0
92121,2014-Q4,Sorrento Valley,684333.0
92121,2015-Q1,Sorrento Valley,696667.0
92121,2015-Q2,Sorrento Valley,699667.0
92121,2015-Q3,Sorrento Valley,724333.0
92121,2015-Q4,Sorrento Valley,612667.0
92121,2016-Q1,Sorrento Valley,771000.0
92121,2016-Q2,Sorrento Valley,610000.0
92121,2016-Q3,Sorrento Valley,764333.0
92121,2016-Q4,Sorrento Valley,710333.0
92121,2017-Q1,Sorrento Valley,598333.0
92121,2017-Q2,Sorrento Valley,621333.0
92121,2017-Q3,Sorrento Valley,687667.0
92121,2017-Q4,Sorrento Valley,765667.0
92121,2018-Q1,Sorrento Valley,870667.0
92121,2018-Q2,Sorrento Valley,671000.0
92123,2012-Q1,Birdland,286667.0
92123,2012-Q1,Serra Mesa,318333.0
92123,2012-Q2,Birdland,333333.0
92123,2012-Q2,Serra Mesa,364333.0
92123,2012-Q3,Birdland,302667.0
92123,2012-Q3,Serra Mesa,366667.0
92123,2012-Q4,Birdland,279333.0
92123,2012-Q4,Serra Mesa,374000.0
92123,2013-Q1,Birdland,396333.0
92123,2013-Q1,Serra Mesa,388000.0
92123,2013-Q2,Birdland,321000.0
92123,2013-Q2,Serra Mesa,420000.0
92123,2013-Q3,Birdland,360667.0
92123,2013-Q3,Serra Mesa,435667.0
92123,2013-Q4,Birdland,353667.0
92123,2013-Q4,Serra Mesa,431667.0
92123,2014-Q1,Birdland,351333.0
92123,2014-Q1,Serra Mesa,438333.0
92123,2014-Q2,Birdland,349000.0
92123,2014-Q2,Serra Mesa,444333.0
92123,2014-Q3,Birdland,417667.0
92123,2014-Q3,Serra Mesa,462667.0
92123,2014-Q4,Birdland,440000.0
92123,2014-Q4,Serra Mesa,453667.0
92123,2015-Q1,Birdland,376333.0
92123,2015-Q1,Serra Mesa,479333.0
92123,2015-Q2,Birdland,428000.0
92123,2015-Q2,Serra Mesa,486667.0
92123,2015-Q3,Birdland,420000.0
92123,2015-Q3,Serra Mesa,508333.0
92123,2015-Q4,Birdland,415333.0
92123,2015-Q4,Serra Mesa,512333.0
92123,2016-Q1,Birdland,475000.0
92123,2016-Q1,Serra Mesa,517333.0
92123,2016-Q2,Birdland,521000.0
92123,2016-Q2,Serra Mesa,526000.0
92123,2016-Q3,Birdland,435333.0
92123,2016-Q3,Serra Mesa,539333.0
92123,2016-Q4,Birdland,463333.0
92123,2016-Q4,Serra Mesa,550000.0
92123,2017-Q1,Birdland,418000.0
92123,2017-Q1,Serra Mesa,559000.0
92123,2017-Q2,Birdland,499667.0
92123,2017-Q2,Serra Mesa,578667.0
92123,2017-Q3,Birdland,483000.0
92123,2017-Q3,Serra Mesa,599333.0
92123,2017-Q4,Birdland,541667.0
92123,2017-Q4,Serra Mesa,617333.0
92123,2018-Q1,Birdland,458333.0
92123,2018-Q1,Serra Mesa,597667.0
92123,2018-Q2,Birdland,565000.0
92123,2018-Q2,Serra Mesa,624000.0
92124,2012-Q1,Tierrasanta,384000.0
92124,2012-Q2,Tierrasanta,439667.0
92124,2012-Q3,Tierrasanta,374333.0
92124,2012-Q4,Tierrasanta,387333.0
92124,2013-Q1,Tierrasanta,408333.0
92124,2013-Q2,Tierrasanta,434000.0
92124,2013-Q3,Tierrasanta,451333.0
92124,2013-Q4,Tierrasanta,482333.0
92124,2014-Q1,Tierrasanta,458667.0
92124,2014-Q2,Tierrasanta,455333.0
92124,2014-Q3,Tierrasanta,500333.0
92124,2014-Q4,Tierrasanta,489000.0
92124,2015-Q1,Tierrasanta,488000.0
92124,2015-Q2,Tierrasanta,506333.0
92124,2015-Q3,Tierrasanta,571000.0
92124,2015-Q4,Tierrasanta,486000.0
92124,2016-Q1,Tierrasanta,524667.0
92124,2016-Q2,Tierrasanta,499333.0
92124,2016-Q3,Tierrasanta,519000.0
92124,2016-Q4,Tierrasanta,525333.0
92124,2017-Q1,Tierrasanta,545000.0
92124,2017-Q2,Tierrasanta,561333.0
92124,2017-Q3,Tierrasanta,631667.0
92124,2017-Q4,Tierrasanta,540333.0
92124,2018-Q1,Tierrasanta,578667.0
92124,2018-Q2,Tierrasanta,580000.0
92126,2012-Q1,Mira Mesa,297667.0
92126,2012-Q2,Mira Mesa,315667.0
92126,2012-Q3,Mira Mesa,327667.0
92126,2012-Q4,Mira Mesa,353333.0
92126,2013-Q1,Mira Mesa,364667.0
92126,2013-Q2,Mira Mesa,382667.0
92126,2013-Q3,Mira Mesa,401000.0
92126,2013-Q4,Mira Mesa,415667.0
92126,2014-Q1,Mira Mesa,409667.0
92126,2014-Q2,Mira Mesa,431333.0
92126,2014-Q3,Mira Mesa,428333.0
92126,2014-Q4,Mira Mesa,444000.0
92126,2015-Q1,Mira Mesa,439333.0
92126,2015-Q2,Mira Mesa,462667.0
92126,2015-Q3,Mira Mesa,478333.0
92126,2015-Q4,Mira Mesa,460000.0
92126,2016-Q1,Mira Mesa,474000.0
92126,2016-Q2,Mira Mesa,490667.0
92126,2016-Q3,Mira Mesa,485000.0
92126,2016-Q4,Mira Mesa,517333.0
92126,2017-Q1,Mira Mesa,518000.0
92126,2017-Q2,Mira Mesa,522000.0
92126,2017-Q3,Mira Mesa,523333.0
92126,2017-Q4,Mira Mesa,537333.0
92126,2018-Q1,Mira Mesa,560000.0
92126,2018-Q2,Mira Mesa,583000.0
92127,2012-Q1,Black Mountain Ranch,711000.0
92127,2012-Q1,"San Diego, CA - 4s Ranch",580667.0
92127,2012-Q2,Black Mountain Ranch,825667.0
92127,2012-Q2,"San Diego, CA - 4s Ranch",498667.0
92127,2012-Q3,Black Mountain Ranch,794333.0
92127,2012-Q3,"San Diego, CA - 4s Ranch",546000.0
92127,2012-Q4,Black Mountain Ranch,834000.0
92127,2012-Q4,"San Diego, CA - 4s Ranch",555000.0
92127,2013-Q1,Black Mountain Ranch,894333.0
92127,2013-Q1,"San Diego, CA - 4s Ranch",475000.0
92127,2013-Q2,Black Mountain Ranch,1013333.0
92127,2013-Q2,"San Diego, CA - 4s Ranch",691000.0
92127,2013-Q3,Black Mountain Ranch,1005333.0
92127,2013-Q3,"San Diego, CA - 4s Ranch",729000.0
92127,2013-Q4,Black Mountain Ranch,987667.0
92127,2013-Q4,"San Diego, CA - 4s Ranch",628667.0
92127,2014-Q1,Black Mountain Ranch,947667.0
92127,2014-Q1,"San Diego, CA - 4s Ranch",675333.0
92127,2014-Q2,Black Mountain Ranch,968667.0
92127,2014-Q2,"San Diego, CA - 4s Ranch",659000.0
92127,2014-Q3,Black Mountain Ranch,1061000.0
92127,2014-Q3,"San Diego, CA - 4s Ranch",762667.0
92127,2014-Q4,Black Mountain Ranch,1068667.0
92127,2014-Q4,"San Diego, CA - 4s Ranch",586333.0
92127,2015-Q1,Black Mountain Ranch,1015333.0
92127,2015-Q1,"San Diego, CA - 4s Ranch",657000.0
92127,2015-Q2,Black Mountain Ranch,1029000.0
92127,2015-Q2,"San Diego, CA - 4s Ranch",688333.0
92127,2015-Q3,Black Mountain Ranch,1006333.0
92127,2015-Q3,"San Diego, CA - 4s Ranch",648333.0
92127,2015-Q4,Black Mountain Ranch,1068000.0
92127,2015-Q4,"San Diego, CA - 4s Ranch",657000.0
92127,2016-Q1,Black Mountain Ranch,1124333.0
92127,2016-Q1,"San Diego, CA - 4s Ranch",743333.0
92127,2016-Q2,Black Mountain Ranch,1080000.0
92127,2016-Q2,"San Diego, CA - 4s Ranch",730000.0
92127,2016-Q3,Black Mountain Ranch,1100000.0
92127,2016-Q3,"San Diego, CA - 4s Ranch",707667.0
92127,2016-Q4,Black Mountain Ranch,991333.0
92127,2016-Q4,"San Diego, CA - 4s Ranch",649000.0
92127,2017-Q1,Black Mountain Ranch,1127000.0
92127,2017-Q1,"San Diego, CA - 4s Ranch",709667.0
92127,2017-Q2,Black Mountain Ranch,1210333.0
92127,2017-Q2,"San Diego, CA - 4s Ranch",836667.0
92127,2017-Q3,Black Mountain Ranch,1189333.0
92127,2017-Q3,"San Diego, CA - 4s Ranch",876000.0
92127,2017-Q4,Black Mountain Ranch,1306667.0
92127,2017-Q4,"San Diego, CA - 4s Ranch",823333.0
92127,2018-Q1,Black Mountain Ranch,1355000.0
92127,2018-Q1,"San Diego, CA - 4s Ranch",781000.0
92127,2018-Q2,Black Mountain Ranch,1365000.0
92127,2018-Q2,"San Diego, CA - 4s Ranch",867000.0
92128,2012-Q1,Carmel Mountain,467667.0
92128,2012-Q1,Rancho Bernardo,293667.0
92128,2012-Q1,Sabre Springs,322333.0
92128,2012-Q2,Carmel Mountain,484333.0
92128,2012-Q2,Rancho Bernardo,338333.0
92128,2012-Q2,Sabre Springs,306667.0
92128,2012-Q3,Carmel Mountain,444333.0
92128,2012-Q3,Rancho Bernardo,404333.0
92128,2012-Q3,Sabre Springs,364333.0
92128,2012-Q4,Carmel Mountain,520000.0
92128,2012-Q4,Rancho Bernardo,390667.0
92128,2012-Q4,Sabre Springs,340000.0
92128,2013-Q1,Carmel Mountain,474000.0
92128,2013-Q1,Rancho Bernardo,399000.0
92128,2013-Q1,Sabre Springs,392667.0
92128,2013-Q2,Carmel Mountain,529000.0
92128,2013-Q2,Rancho Bernardo,433333.0
92128,2013-Q2,Sabre Springs,377667.0
92128,2013-Q3,Carmel Mountain,584667.0
92128,2013-Q3,Rancho Bernardo,438000.0
92128,2013-Q3,Sabre Springs,404333.0
92128,2013-Q4,Carmel Mountain,605667.0
92128,2013-Q4,Rancho Bernardo,428333.0
92128,2013-Q4,Sabre Springs,386000.0
92128,2014-Q1,Carmel Mountain,582667.0
92128,2014-Q1,Rancho Bernardo,396667.0
92128,2014-Q1,Sabre Springs,459000.0
92128,2014-Q2,Carmel Mountain,553333.0
92128,2014-Q2,Rancho Bernardo,465000.0
92128,2014-Q2,Sabre Springs,428333.0
92128,2014-Q3,Carmel Mountain,536667.0
92128,2014-Q3,Rancho Bernardo,463000.0
92128,2014-Q3,Sabre Springs,400667.0
92128,2014-Q4,Carmel Mountain,610000.0
92128,2014-Q4,Rancho Bernardo,470667.0
92128,2014-Q4,Sabre Springs,415000.0
92128,2015-Q1,Carmel Mountain,627667.0
92128,2015-Q1,Rancho Bernardo,454333.0
92128,2015-Q1,Sabre Springs,379333.0
92128,2015-Q2,Carmel Mountain,616333.0
92128,2015-Q2,Rancho Bernardo,487667.0
92128,2015-Q2,Sabre Springs,433667.0
92128,2015-Q3,Carmel Mountain,615333.0
92128,2015-Q3,Rancho Bernardo,498000.0
92128,2015-Q3,Sabre Springs,469333.0
92128,2015-Q4,Carmel Mountain,621333.0
92128,2015-Q4,Rancho Bernardo,492667.0
92128,2015-Q4,Sabre Springs,453667.0
92128,2016-Q1,Carmel Mountain,569333.0
92128,2016-Q1,Rancho Bernardo,509000.0
92128,2016-Q1,Sabre Springs,448667.0
92128,2016-Q2,Carmel Mountain,608667.0
92128,2016-Q2,Rancho Bernardo,486000.0
92128,2016-Q2,Sabre Springs,427000.0
92128,2016-Q3,Carmel Mountain,641000.0
92128,2016-Q3,Rancho Bernardo,483000.0
92128,2016-Q3,Sabre Springs,460333.0
92128,2016-Q4,Carmel Mountain,621667.0
92128,2016-Q4,Rancho Bernardo,503667.0
92128,2016-Q4,Sabre Springs,483667.0
92128,2017-Q1,Carmel Mountain,687667.0
92128,2017-Q1,Rancho Bernardo,521000.0
92128,2017-Q1,Sabre Springs,499333.0
92128,2017-Q2,Carmel Mountain,703333.0
92128,2017-Q2,Rancho Bernardo,516667.0
92128,2017-Q2,Sabre Springs,536667.0
92128,2017-Q3,Carmel Mountain,723333.0
92128,2017-Q3,Rancho Bernardo,567667.0
92128,2017-Q3,Sabre Springs,509000.0
92128,2017-Q4,Carmel Mountain,726333.0
92128,2017-Q4,Rancho Bernardo,524667.0
92128,2017-Q4,Sabre Springs,497667.0
92128,2018-Q1,Carmel Mountain,656000.0
92128,2018-Q1,Rancho Bernardo,599667.0
92128,2018-Q1,Sabre Springs,513667.0
92128,2018-Q2,Carmel Mountain,760000.0
92128,2018-Q2,Rancho Bernardo,615000.0
92128,2018-Q2,Sabre Springs,535000.0
92130,2012-Q1,Carmel Valley,624000.0
92130,2012-Q1,North City,725000.0
92130,2012-Q2,Carmel Valley,658000.0
92130,2012-Q2,North City,769333.0
92130,2012-Q3,Carmel Valley,740333.0
92130,2012-Q3,North City,970000.0
92130,2012-Q4,Carmel Valley,715000.0
92130,2012-Q4,North City,973333.0
92130,2013-Q1,Carmel Valley,675667.0
92130,2013-Q1,North City,1100000.0
92130,2013-Q2,Carmel Valley,786000.0
92130,2013-Q2,North City,920667.0
92130,2013-Q3,Carmel Valley,777667.0
92130,2013-Q3,North City,1070000.0
92130,2013-Q4,Carmel Valley,822667.0
92130,2013-Q4,North City,1049000.0
92130,2014-Q1,Carmel Valley,771000.0
92130,2014-Q1,North City,1073333.0
92130,2014-Q2,Carmel Valley,831333.0
92130,2014-Q2,North City,1100000.0
92130,2014-Q3,Carmel Valley,858000.0
92130,2014-Q3,North City,1060667.0
92130,2014-Q4,Carmel Valley,782667.0
92130,2014-Q4,North City,1051667.0
92130,2015-Q1,Carmel Valley,799000.0
92130,2015-Q1,North City,1041000.0
92130,2015-Q2,Carmel Valley,872667.0
92130,2015-Q2,North City,1242667.0
92130,2015-Q3,Carmel Valley,800667.0
92130,2015-Q3,North City,1309000.0
92130,2015-Q4,Carmel Valley,810333.0
92130,2015-Q4,North City,1233333.0
92130,2016-Q1,Carmel Valley,805333.0
92130,2016-Q1,North City,1591667.0
92130,2016-Q2,Carmel Valley,864333.0
92130,2016-Q2,North City,1304000.0
92130,2016-Q3,Carmel Valley,901000.0
92130,2016-Q3,North City,1182000.0
92130,2016-Q4,Carmel Valley,871000.0
92130,2016-Q4,North City,1353333.0
92130,2017-Q1,Carmel Valley,926000.0
92130,2017-Q1,North City,1251667.0
92130,2017-Q2,Carmel Valley,945000.0
92130,2017-Q2,North City,1376667.0
92130,2017-Q3,Carmel Valley,939333.0
92130,2017-Q3,North City,1295333.0
92130,2017-Q4,Carmel Valley,968000.0
92130,2017-Q4,North City,1247667.0
92130,2018-Q1,Carmel Valley,919333.0
92130,2018-Q1,North City,1468667.0
92130,2018-Q2,Carmel Valley,958000.0
92130,2018-Q2,North City,1899000.0
92131,2012-Q1,Miramar,418000.0
92131,2012-Q1,Rancho Encantada,786333.0
92131,2012-Q1,Scripps Ranch,501000.0
92131,2012-Q2,Miramar,423667.0
92131,2012-Q2,Rancho Encantada,803000.0
92131,2012-Q2,Scripps Ranch,530333.0
92131,2012-Q3,Miramar,468667.0
92131,2012-Q3,Rancho Encantada,882333.0
92131,2012-Q3,Scripps Ranch,546333.0
92131,2012-Q4,Miramar,367000.0
92131,2012-Q4,Rancho Encantada,892667.0
92131,2012-Q4,Scripps Ranch,523333.0
92131,2013-Q1,Miramar,373667.0
92131,2013-Q1,Rancho Encantada,884667.0
92131,2013-Q1,Scripps Ranch,542667.0
92131,2013-Q2,Miramar,527667.0
92131,2013-Q2,Rancho Encantada,993667.0
92131,2013-Q2,Scripps Ranch,594667.0
92131,2013-Q3,Miramar,626000.0
92131,2013-Q3,Rancho Encantada,1060000.0
92131,2013-Q3,Scripps Ranch,630333.0
92131,2013-Q4,Miramar,586667.0
92131,2013-Q4,Rancho Encantada,1283000.0
92131,2013-Q4,Scripps Ranch,660667.0
92131,2014-Q1,Miramar,459667.0
92131,2014-Q1,Rancho Encantada,1246333.0
92131,2014-Q1,Scripps Ranch,622000.0
92131,2014-Q2,Miramar,546000.0
92131,2014-Q2,Rancho Encantada,1204667.0
92131,2014-Q2,Scripps Ranch,653667.0
92131,2014-Q3,Miramar,604000.0
92131,2014-Q3,Rancho Encantada,1152333.0
92131,2014-Q3,Scripps Ranch,641000.0
92131,2014-Q4,Miramar,512333.0
92131,2014-Q4,Rancho Encantada,1085000.0
92131,2014-Q4,Scripps Ranch,662333.0
92131,2015-Q1,Miramar,536333.0
92131,2015-Q1,Rancho Encantada,1186000.0
92131,2015-Q1,Scripps Ranch,627667.0
92131,2015-Q2,Miramar,525333.0
92131,2015-Q2,Rancho Encantada,1090667.0
92131,2015-Q2,Scripps Ranch,654333.0
92131,2015-Q3,Miramar,483333.0
92131,2015-Q3,Rancho Encantada,1175000.0
92131,2015-Q3,Scripps Ranch,655333.0
92131,2015-Q4,Miramar,485333.0
92131,2015-Q4,Rancho Encantada,1069000.0
92131,2015-Q4,Scripps Ranch,607000.0
92131,2016-Q1,Miramar,532667.0
92131,2016-Q1,Rancho Encantada,1166000.0
92131,2016-Q1,Scripps Ranch,602000.0
92131,2016-Q2,Miramar,545000.0
92131,2016-Q2,Rancho Encantada,1200000.0
92131,2016-Q2,Scripps Ranch,651000.0
92131,2016-Q3,Miramar,605667.0
92131,2016-Q3,Rancho Encantada,1033333.0
92131,2016-Q3,Scripps Ranch,718333.0
92131,2016-Q4,Miramar,650000.0
92131,2016-Q4,Rancho Encantada,1277667.0
92131,2016-Q4,Scripps Ranch,710000.0
92131,2017-Q1,Miramar,561333.0
92131,2017-Q1,Rancho Encantada,1363333.0
92131,2017-Q1,Scripps Ranch,660000.0
92131,2017-Q2,Miramar,678000.0
92131,2017-Q2,Rancho Encantada,1339333.0
92131,2017-Q2,Scripps Ranch,755000.0
92131,2017-Q3,Miramar,574667.0
92131,2017-Q3,Rancho Encantada,1372667.0
92131,2017-Q3,Scripps Ranch,719333.0
92131,2017-Q4,Miramar,697000.0
92131,2017-Q4,Rancho Encantada,1360000.0
92131,2017-Q4,Scripps Ranch,771000.0
92131,2018-Q1,Miramar,724000.0
92131,2018-Q1,Rancho Encantada,1323333.0
92131,2018-Q1,Scripps Ranch,717333.0
92131,2018-Q2,Miramar,732000.0
92131,2018-Q2,Rancho Encantada,1375000.0
92131,2018-Q2,Scripps Ranch,803000.0
92139,2012-Q1,Bay Terraces,214000.0
92139,2012-Q1,Paradise Hills,230333.0
92139,2012-Q2,Bay Terraces,218000.0
92139,2012-Q2,Paradise Hills,242000.0
92139,2012-Q3,Bay Terraces,229333.0
92139,2012-Q3,Paradise Hills,270333.0
92139,2012-Q4,Bay Terraces,237667.0
92139,2012-Q4,Paradise Hills,271667.0
92139,2013-Q1,Bay Terraces,236000.0
92139,2013-Q1,Paradise Hills,270000.0
92139,2013-Q2,Bay Terraces,240000.0
92139,2013-Q2,Paradise Hills,281667.0
92139,2013-Q3,Bay Terraces,276667.0
92139,2013-Q3,Paradise Hills,314333.0
92139,2013-Q4,Bay Terraces,279000.0
92139,2013-Q4,Paradise Hills,318000.0
92139,2014-Q1,Bay Terraces,282667.0
92139,2014-Q1,Paradise Hills,308333.0
92139,2014-Q2,Bay Terraces,308000.0
92139,2014-Q2,Paradise Hills,331000.0
92139,2014-Q3,Bay Terraces,307000.0
92139,2014-Q3,Paradise Hills,339667.0
92139,2014-Q4,Bay Terraces,299667.0
92139,2014-Q4,Paradise Hills,336333.0
92139,2015-Q1,Bay Terraces,310000.0
92139,2015-Q1,Paradise Hills,363333.0
92139,2015-Q2,Bay Terraces,336000.0
92139,2015-Q2,Paradise Hills,356000.0
92139,2015-Q3,Bay Terraces,328667.0
92139,2015-Q3,Paradise Hills,360333.0
92139,2015-Q4,Bay Terraces,326000.0
92139,2015-Q4,Paradise Hills,370333.0
92139,2016-Q1,Bay Terraces,332333.0
92139,2016-Q1,Paradise Hills,378667.0
92139,2016-Q2,Bay Terraces,344333.0
92139,2016-Q2,Paradise Hills,406333.0
92139,2016-Q3,Bay Terraces,376667.0
92139,2016-Q3,Paradise Hills,402667.0
92139,2016-Q4,Bay Terraces,355667.0
92139,2016-Q4,Paradise Hills,418333.0
92139,2017-Q1,Bay Terraces,389333.0
92139,2017-Q1,Paradise Hills,426667.0
92139,2017-Q2,Bay Terraces,375000.0
92139,2017-Q2,Paradise Hills,428333.0
92139,2017-Q3,Bay Terraces,377000.0
92139,2017-Q3,Paradise Hills,453333.0
92139,2017-Q4,Bay Terraces,422667.0
92139,2017-Q4,Paradise Hills,447333.0
92139,2018-Q1,Bay Terraces,415667.0
92139,2018-Q1,Paradise Hills,433000.0
92139,2018-Q2,Bay Terraces,432000.0
92139,2018-Q2,Paradise Hills,450000.0
92154,2012-Q1,Nestor,234333.0
92154,2012-Q1,Ocean Crest,336333.0
92154,2012-Q1,Otay Mesa,229333.0
92154,2012-Q1,Palm City,220333.0
92154,2012-Q2,Nestor,237000.0
92154,2012-Q2,Ocean Crest,331667.0
92154,2012-Q2,Otay Mesa,236333.0
92154,2012-Q2,Palm City,245000.0
92154,2012-Q3,Nestor,248000.0
92154,2012-Q3,Ocean Crest,342667.0
92154,2012-Q3,Otay Mesa,230667.0
92154,2012-Q3,Palm City,244000.0
92154,2012-Q4,Nestor,254333.0
92154,2012-Q4,Ocean Crest,336667.0
92154,2012-Q4,Otay Mesa,244000.0
92154,2012-Q4,Palm City,255000.0
92154,2013-Q1,Nestor,272000.0
92154,2013-Q1,Ocean Crest,345667.0
92154,2013-Q1,Otay Mesa,248667.0
92154,2013-Q1,Palm City,275000.0
92154,2013-Q2,Nestor,258667.0
92154,2013-Q2,Ocean Crest,362333.0
92154,2013-Q2,Otay Mesa,279667.0
92154,2013-Q2,Palm City,293000.0
92154,2013-Q3,Nestor,236000.0
92154,2013-Q3,Ocean Crest,392667.0
92154,2013-Q3,Otay Mesa,294667.0
92154,2013-Q3,Palm City,290333.0
92154,2013-Q4,Nestor,280000.0
92154,2013-Q4,Ocean Crest,409333.0
92154,2013-Q4,Otay Mesa,294000.0
92154,2013-Q4,Palm City,329333.0
92154,2014-Q1,Nestor,328333.0
92154,2014-Q1,Ocean Crest,386333.0
92154,2014-Q1,Otay Mesa,321333.0
92154,2014-Q1,Palm City,323000.0
92154,2014-Q2,Nestor,338000.0
92154,2014-Q2,Ocean Crest,425000.0
92154,2014-Q2,Otay Mesa,338000.0
92154,2014-Q2,Palm City,343000.0
92154,2014-Q3,Nestor,285000.0
92154,2014-Q3,Ocean Crest,450000.0
92154,2014-Q3,Otay Mesa,338333.0
92154,2014-Q3,Palm City,344333.0
92154,2014-Q4,Nestor,350333.0
92154,2014-Q4,Ocean Crest,460333.0
92154,2014-Q4,Otay Mesa,345000.0
92154,2014-Q4,Palm City,363667.0
92154,2015-Q1,Nestor,343333.0
92154,2015-Q1,Ocean Crest,455667.0
92154,2015-Q1,Otay Mesa,339333.0
92154,2015-Q1,Palm City,320000.0
92154,2015-Q2,Nestor,340333.0
92154,2015-Q2,Ocean Crest,459667.0
92154,2015-Q2,Otay Mesa,346000.0
92154,2015-Q2,Palm City,375000.0
92154,2015-Q3,Nestor,362333.0
92154,2015-Q3,Ocean Crest,482667.0
92154,2015-Q3,Otay Mesa,377000.0
92154,2015-Q3,Palm City,356333.0
92154,2015-Q4,Nestor,389333.0
92154,2015-Q4,Ocean Crest,502667.0
92154,2015-Q4,Otay Mesa,372000.0
92154,2015-Q4,Palm City,299667.0
92154,2016-Q1,Nestor,353333.0
92154,2016-Q1,Ocean Crest,476333.0
92154,2016-Q1,Otay Mesa,321333.0
92154,2016-Q1,Palm City,347667.0
92154,2016-Q2,Nestor,300000.0
92154,2016-Q2,Ocean Crest,474333.0
92154,2016-Q2,Otay Mesa,386667.0
92154,2016-Q2,Palm City,425000.0
92154,2016-Q3,Nestor,362333.0
92154,2016-Q3,Ocean Crest,500000.0
92154,2016-Q3,Otay Mesa,390667.0
92154,2016-Q3,Palm City,399000.0
92154,2016-Q4,Nestor,348333.0
92154,2016-Q4,Ocean Crest,512000.0
92154,2016-Q4,Otay Mesa,402333.0
92154,2016-Q4,Palm City,384000.0
92154,2017-Q1,Nestor,395667.0
92154,2017-Q1,Ocean Crest,523000.0
92154,2017-Q1,Otay Mesa,393000.0
92154,2017-Q1,Palm City,387667.0
92154,2017-Q2,Nestor,400000.0
92154,2017-Q2,Ocean Crest,505000.0
92154,2017-Q2,Otay Mesa,415000.0
92154,2017-Q2,Palm City,415000.0
92154,2017-Q3,Nestor,426000.0
92154,2017-Q3,Ocean Crest,533667.0
92154,2017-Q3,Otay Mesa,434000.0
92154,2017-Q3,Palm City,442667.0
92154,2017-Q4,Nestor,410000.0
92154,2017-Q4,Ocean Crest,544000.0
92154,2017-Q4,Otay Mesa,407667.0
92154,2017-Q4,Palm City,590333.0
92154,2018-Q1,Nestor,452000.0
92154,2018-Q1,Ocean Crest,540000.0
92154,2018-Q1,Otay Mesa,419333.0
92154,2018-Q1,Palm City,463333.0
92154,2018-Q2,Nestor,400000.0
92154,2018-Q2,Ocean Crest,550000.0
92154,2018-Q2,Otay Mesa,457000.0
92154,2018-Q2,Palm City,413000.0
92173,2012-Q1,San Ysidro,155667.0
92173,2012-Q2,San Ysidro,201333.0
92173,2012-Q3,San Ysidro,214333.0
92173,2012-Q4,San Ysidro,261667.0
92173,2013-Q1,San Ysidro,310333.0
92173,2013-Q2,San Ysidro,309000.0
92173,2013-Q3,San Ysidro,291333.0
92173,2013-Q4,San Ysidro,235000.0
92173,2014-Q1,San Ysidro,240000.0
92173,2014-Q2,San Ysidro,318333.0
92173,2014-Q3,San Ysidro,336667.0
92173,2014-Q4,San Ysidro,350000.0
92173,2015-Q1,San Ysidro,308333.0
92173,2015-Q2,San Ysidro,346000.0
92173,2015-Q3,San Ysidro,361000.0
92173,2015-Q4,San Ysidro,362667.0
92173,2016-Q1,San Ysidro,375333.0
92173,2016-Q2,San Ysidro,404000.0
92173,2016-Q3,San Ysidro,390333.0
92173,2016-Q4,San Ysidro,423667.0
92173,2017-Q1,San Ysidro,384000.0
92173,2017-Q2,San Ysidro,409333.0
92173,2017-Q3,San Ysidro,414333.0
92173,2017-Q4,San Ysidro,428333.0
92173,2018-Q1,San Ysidro,409333.0
92173,2018-Q2,San Ysidro,315000.0
